3681	ITGAD	3681	ITGAD	-3.88288676616	0.0165801287302
914	CD2	914	CD2	-3.87822008824	0.0166351072778
150468	CKAP2L	150468	CKAP2L	3.87468290676	0.0166478305797
93624	TADA2B	93624	TADA2B	-3.86748970166	0.0168023177663
9448	MAP4K4	9448	MAP4K4	3.85726239846	0.0170193582327
608	TNFRSF17	608	TNFRSF17	-3.85562148277	0.0170193582327
4884	NPTX1	4884	NPTX1	3.84862330158	0.0170203235234
79958	DENND1C	79958	DENND1C	-3.84853925332	0.0170203235234
10642	IGF2BP1	10642	IGF2BP1	3.84454202958	0.0170203235234
4015	LOX	4015	LOX	3.84327561428	0.0170203235234
169355	IDO2	169355	IDO2	-3.82853203037	0.017485777192
1408	CRY2	1408	CRY2	-3.82325651771	0.0175774124199
23596	OPN3	23596	OPN3	3.81924572315	0.0175991249791
10644	IGF2BP2	10644	IGF2BP2	3.8167710525	0.0175991249791
6464	SHC1	6464	SHC1	3.81038298003	0.0177392301058
54855	FAM46C	54855	FAM46C	-3.7999526823	0.0179785606504
93653	ST7OT1	93653	ST7-AS1	-3.79737050509	0.0179785606504
308	ANXA5	308	ANXA5	3.79457771576	0.0179785606504
11065	UBE2C	11065	UBE2C	3.78951048863	0.0179785606504
9493	KIF23	9493	KIF23	3.78943149282	0.0179785606504
51385	ZNF589	51385	ZNF589	-3.78730382232	0.0179785606504
92960	PEX11G	92960	PEX11G	-3.77641663347	0.0182156967724
55423	SIRPG	55423	SIRPG	-3.77488661834	0.0182156967724
1894	ECT2	1894	ECT2	3.77323402207	0.0182156967724
1236	CCR7	1236	CCR7	-3.76905619174	0.0182753702359
2004	ELK3	2004	ELK3	3.76344480794	0.0183965985124
5033	P4HA1	5033	P4HA1	3.75924758154	0.0184354731823
51733	UPB1	51733	UPB1	-3.75709929753	0.0184354731823
4017	LOXL2	4017	LOXL2	3.73922276238	0.0190549341727
57522	SRGAP1	57522	SRGAP1	3.73738440547	0.0190549341727
115352	FCRL3	115352	FCRL3	-3.72465847466	0.0194876564331
284004	HEXDC	284004	HEXDC	-3.71974410204	0.0194876564331
80727	TTYH3	80727	TTYH3	3.7155718537	0.0194876564331
8140	SLC7A5	8140	SLC7A5	3.71446296308	0.0194876564331
7566	ZNF18	7566	ZNF18	-3.71040498105	0.0194876564331
140947	C5orf20	140947	DCANP1	-3.71021852852	0.0194876564331
90381	C15orf42	90381	TICRR	3.70840103988	0.0194876564331
201633	TIGIT	201633	TIGIT	-3.70544551304	0.0194876564331
991	CDC20	991	CDC20	3.70364153476	0.0194876564331
217	ALDH2	217	ALDH2	-3.70177374512	0.0194876564331
3915	LAMC1	3915	LAMC1	3.69556657192	0.0195238984041
27124	INPP5J	27124	INPP5J	-3.6952658784	0.0195238984041
6515	SLC2A3	6515	SLC2A3	3.69137248779	0.0195238984041
80709	AKNA	80709	AKNA	-3.69103965724	0.0195238984041
3385	ICAM3	3385	ICAM3	-3.68745505964	0.0195751185421
10024	TROAP	10024	TROAP	3.65786866191	0.0207250712185
5836	PYGL	5836	PYGL	3.65686189879	0.0207250712185
3824	KLRD1	3824	KLRD1	-3.65303851007	0.0207250712185
79873	NUDT18	79873	NUDT18	-3.65214874491	0.0207250712185
983	CDK1	983	CDK1	3.64967664089	0.0207250712185
10563	CXCL13	10563	CXCL13	-3.64670232433	0.0207250712185
56267	CCBL2	56267	CCBL2	-3.64591170265	0.0207250712185
202018	TAPT1	202018	TAPT1	-3.64142267111	0.0208278215163
2012	EMP1	2012	EMP1	3.63450882427	0.0210488819219
6504	SLAMF1	6504	SLAMF1	-3.63117422198	0.0210858486878
2829	XCR1	2829	XCR1	-3.62625091972	0.0210858486878
168537	GIMAP7	168537	GIMAP7	-3.62526616315	0.0210858486878
890	CCNA2	890	CCNA2	3.62338664475	0.0210858486878
9945	GFPT2	9945	GFPT2	3.61842629572	0.0210858486878
2166	FAAH	2166	FAAH	-3.61809991423	0.0210858486878
1062	CENPE	1062	CENPE	3.61778664704	0.0210858486878
29127	RACGAP1	29127	RACGAP1	3.61253380542	0.0212329846546
26999	CYFIP2	26999	CYFIP2	-3.59854157918	0.0217246806011
6954	TCP11	6954	TCP11	-3.59815983639	0.0217246806011
915	CD3D	915	CD3D	-3.5928717727	0.0218112292315
124936	CYB5D2	124936	CYB5D2	-3.58582007866	0.0218112292315
162461	TMEM92	162461	TMEM92	3.58474095952	0.0218112292315
9055	PRC1	9055	PRC1	3.58330726921	0.0218112292315
53833	IL20RB	53833	IL20RB	3.58114745568	0.0218112292315
10272	FSTL3	10272	FSTL3	3.57936434561	0.0218112292315
5999	RGS4	5999	RGS4	3.57872106475	0.0218112292315
497189	TIFAB	497189	TIFAB	-3.57795770441	0.0218112292315
81792	ADAMTS12	81792	ADAMTS12	3.57533697278	0.0218112292315
921	CD5	921	CD5	-3.57376881547	0.0218112292315
81793	TLR10	81793	TLR10	-3.57283598558	0.0218112292315
9928	KIF14	9928	KIF14	3.56109551193	0.0223016843473
3112	HLA-DOB	3112	HLA-DOB	-3.55883777244	0.0223111725773
1033	CDKN3	1033	CDKN3	3.55642599847	0.0223290892136
266747	RGL4	266747	RGL4	-3.55244042222	0.0223715215262
7568	ZNF20	7568	ZNF20	-3.551504337	0.0223715215262
5010	CLDN11	5010	CLDN11	3.54391291201	0.0226596280771
9319	TRIP13	9319	TRIP13	3.53446896832	0.0228748981425
199786	FAM129C	199786	FAM129C	-3.53381424409	0.0228748981425
27	ABL2	27	ABL2	3.5337605599	0.0228748981425
356	FASLG	356	FASLG	-3.53109216725	0.0229103013557
118932	ANKRD22	118932	ANKRD22	-3.52299682121	0.0231916939689
129642	MBOAT2	129642	MBOAT2	3.52003993023	0.0231916939689
29766	TMOD3	29766	TMOD3	3.51700729194	0.0231916939689
3624	INHBA	3624	INHBA	3.51660722358	0.0231916939689
4907	NT5E	4907	NT5E	3.51594212806	0.0231916939689
146	ADRA1D	146	ADRA1D	3.51357068373	0.0232145762485
3003	GZMK	3003	GZMK	-3.50667963959	0.0234810387348
94039	ZNF101	94039	ZNF101	-3.50146159504	0.0236597106188
79070	KDELC1	79070	KDELC1	3.48793563933	0.0243006542394
7494	XBP1	7494	XBP1	-3.48153085645	0.0244321974221
6361	CCL17	6361	CCL17	-3.48030048262	0.0244321974221
84460	ZMAT1	84460	ZMAT1	-3.47869808788	0.0244321974221
85379	KIAA1671	85379	KIAA1671	-3.47525789607	0.0244321974221
6611	SMS	6611	SMS	3.47461995529	0.0244321974221
930	CD19	930	CD19	-3.47426101264	0.0244321974221
340075	ARSI	340075	ARSI	3.46864752616	0.0246322293395
959	CD40LG	959	CD40LG	-3.4656658121	0.0246322293395
83461	CDCA3	83461	CDCA3	3.46355393834	0.0246322293395
23321	TRIM2	23321	TRIM2	-3.46332739722	0.0246322293395
8614	STC2	8614	STC2	3.460687861	0.0246481756345
1588	CYP19A1	1588	CYP19A1	3.45939678176	0.0246481756345
2517	FUCA1	2517	FUCA1	-3.45577896484	0.02475080087
10606	PAICS	10606	PAICS	3.44963488707	0.0249992818541
54507	ADAMTSL4	54507	ADAMTSL4	3.44759264994	0.025013326197
919	CD247	919	CD247	-3.44307017639	0.0251711473896
2590	GALNT2	2590	GALNT2	3.43802663755	0.025329500258
54970	TTC12	54970	TTC12	-3.43555674642	0.025329500258
6788	STK3	6788	STK3	3.43501773416	0.025329500258
973	CD79A	973	CD79A	-3.43198674485	0.0254036291739
149628	PYHIN1	149628	PYHIN1	-3.42051060324	0.0257353886274
27033	ZBTB32	27033	ZBTB32	-3.41972370566	0.0257353886274
4751	NEK2	4751	NEK2	3.41965020841	0.0257353886274
3957	LGALS2	3957	LGALS2	-3.41937501031	0.0257353886274
286530	P2RY8	286530	P2RY8	-3.41641044657	0.025788893079
8681	JMJD7-PLA2G4B	8681	JMJD7-PLA2G4B	-3.41502623991	0.025788893079
1063	CENPF	1063	CENPF	3.40952597269	0.0260147569872
50852	TRAT1	50852	TRAT1	-3.40567960191	0.0261432562829
387357	THEMIS	387357	THEMIS	-3.39753806407	0.0265339210928
11247	NXPH4	11247	NXPH4	3.39394477416	0.0266502670456
10507	SEMA4D	10507	SEMA4D	-3.38608404426	0.0270318464877
2023	ENO1	2023	ENO1	3.3802572835	0.0272911863617
54943	DNAJC28	54943	DNAJC28	-3.37190015127	0.0277144307978
9495	AKAP5	9495	AKAP5	-3.36942206485	0.0277501011394
166785	MMAA	166785	MMAA	-3.36801360103	0.0277501011394
917	CD3G	917	CD3G	-3.35814465597	0.0282663846675
3001	GZMA	3001	GZMA	-3.35670527097	0.0282663846675
3695	ITGB7	3695	ITGB7	-3.35377458457	0.0283503878165
6367	CCL22	6367	CCL22	-3.34934426068	0.0284033746893
54103	PION	54103	GSAP	-3.34781423991	0.0284033746893
347273	MURC	347273	MURC	3.34705787045	0.0284033746893
699	BUB1	699	BUB1	3.34645723973	0.0284033746893
25840	METTL7A	25840	METTL7A	-3.34104007212	0.028653364625
79134	TMEM185B	79134	TMEM185B	3.3335402051	0.0290449054259
3738	KCNA3	3738	KCNA3	-3.32971652726	0.02919402875
115908	CTHRC1	115908	CTHRC1	3.32574812705	0.0292332758805
5364	PLXNB1	5364	PLXNB1	-3.32442402928	0.0292332758805
93134	ZNF561	93134	ZNF561	-3.32436928372	0.0292332758805
2825	GPR1	2825	GPR1	3.32109552753	0.0293477528524
9156	EXO1	9156	EXO1	3.31868316775	0.0294046846275
8807	IL18RAP	8807	IL18RAP	-3.3092836711	0.029939944824
2539	G6PD	2539	G6PD	3.30118417823	0.0303942254938
908	CCT6A	908	CCT6A	3.29651354892	0.0306131403378
81610	FAM83D	81610	FAM83D	3.29089709383	0.0309012500934
199223	TTC21A	199223	TTC21A	-3.28440620262	0.0311954397437
1290	COL5A2	1290	COL5A2	3.28370191514	0.0311954397437
2322	FLT3	2322	FLT3	-3.28145242964	0.0312470263021
51061	TXNDC11	51061	TXNDC11	-3.27593164934	0.0315357346961
79709	GLT25D1	79709	COLGALT1	3.27382789112	0.0315780667498
100131726	LOC100131726	100131726	FAM83A-AS1	3.27001782792	0.0317453221049
9824	ARHGAP11A	9824	ARHGAP11A	3.26766271941	0.0317515562721
51054	PLEKHA9	51054	PLEKHA8P1	3.26505500067	0.0317515562721
5829	PXN	5829	PXN	3.26264139176	0.0317515562721
9817	KEAP1	9817	KEAP1	-3.26235204675	0.0317515562721
899	CCNF	899	CCNF	3.25940191166	0.0317515562721
55056	FLJ10038	55056	FLJ10038	-3.2591684522	0.0317515562721
925	CD8A	925	CD8A	-3.25702734725	0.0317515562721
5328	PLAU	5328	PLAU	3.25698123168	0.0317515562721
11237	RNF24	11237	RNF24	3.25542637571	0.0317515562721
57405	SPC25	57405	SPC25	3.25269828091	0.0317515562721
374403	TBC1D10C	374403	TBC1D10C	-3.25217835205	0.0317515562721
285	ANGPT2	285	ANGPT2	3.25042802899	0.0317515562721
701	BUB1B	701	BUB1B	3.25005073545	0.0317515562721
11001	SLC27A2	11001	SLC27A2	-3.24924795039	0.0317515562721
399726	C10orf114	399726	CASC10	3.24717110769	0.0317981176619
4063	LY9	4063	LY9	-3.24314204068	0.0319004747161
8933	FAM127A	8933	FAM127A	3.24290873315	0.0319004747161
7291	TWIST1	7291	TWIST1	3.24015938234	0.0319329306636
54900	LAX1	54900	LAX1	-3.23961925818	0.0319329306636
10039	PARP3	10039	PARP3	-3.23451579808	0.0320468246795
728833	FAM72D	728833	FAM72D	3.23432685531	0.0320468246795
6785	ELOVL4	6785	ELOVL4	3.23383597879	0.0320468246795
56062	KLHL4	56062	KLHL4	3.2306109303	0.0321072304903
2677	GGCX	2677	GGCX	3.23021622789	0.0321072304903
80342	TRAF3IP3	80342	TRAF3IP3	-3.2278634075	0.0321781788454
8764	TNFRSF14	8764	TNFRSF14	-3.22598513009	0.0322143961504
1376	CPT2	1376	CPT2	-3.21861979811	0.0326610405232
1295	COL8A1	1295	COL8A1	3.21212819897	0.032835793132
55244	SLC47A1	55244	SLC47A1	-3.21137700323	0.032835793132
22943	DKK1	22943	DKK1	3.20994358933	0.032835793132
147645	VSIG10L	147645	VSIG10L	3.20988607007	0.032835793132
7062	TCHH	7062	TCHH	3.20778542658	0.032835793132
84790	TUBA1C	84790	TUBA1C	3.20749412124	0.032835793132
196527	ANO6	196527	ANO6	3.20672691935	0.032835793132
131566	DCBLD2	131566	DCBLD2	3.20303395176	0.0329335029126
8833	GMPS	8833	GMPS	3.20273901422	0.0329335029126
7092	TLL1	7092	TLL1	3.19918811651	0.0331013979885
2833	CXCR3	2833	CXCR3	-3.19072885181	0.033589199432
113130	CDCA5	113130	CDCA5	3.18901119214	0.033589199432
50650	ARHGEF3	50650	ARHGEF3	-3.18777359363	0.033589199432
8601	RGS20	8601	RGS20	3.187505966	0.033589199432
84617	TUBB6	84617	TUBB6	3.18262095723	0.0338488552708
9840	KIAA0748	9840	TESPA1	-3.18152153686	0.0338488552708
50807	ASAP1	50807	ASAP1	3.1797476656	0.0338847123549
26086	GPSM1	26086	GPSM1	3.16785342274	0.0347206587367
4306	NR3C2	4306	NR3C2	-3.16544589931	0.0348088222972
115110	LOC115110	115110	LOC115110	-3.16349287247	0.0348610226794
256076	COL29A1	256076	COL6A5	-3.16126458867	0.0349357496655
923	CD6	923	CD6	-3.15954018894	0.0349556576226
2203	FBP1	2203	FBP1	-3.15843208485	0.0349556576226
7857	SCG2	7857	SCG2	3.15508964558	0.0351215049283
10051	SMC4	10051	SMC4	3.14827592931	0.0355716356367
170082	TCEANC	170082	TCEANC	-3.1440628951	0.0357305447608
10631	POSTN	10631	POSTN	3.14264019855	0.0357305447608
6299	SALL1	6299	SALL1	-3.14251371895	0.0357305447608
9744	ACAP1	9744	ACAP1	-3.13727782917	0.0359212533748
84174	SLA2	84174	SLA2	-3.13621777311	0.0359212533748
2788	GNG7	2788	GNG7	-3.13507511419	0.0359212533748
911	CD1C	911	CD1C	-3.13349277286	0.0359212533748
57639	CCDC146	57639	CCDC146	-3.13054101858	0.0359212533748
55656	INTS8	55656	INTS8	3.13022064434	0.0359212533748
84918	LRP11	84918	LRP11	3.12954039451	0.0359212533748
84002	B3GNT5	84002	B3GNT5	3.12946353819	0.0359212533748
9232	PTTG1	9232	PTTG1	3.12892086441	0.0359212533748
6120	RPE	6120	RPE	3.12274132063	0.0362986780344
57474	ZNF490	57474	ZNF490	-3.12157525411	0.0362986780344
653145	ANXA8	653145	ANXA8	3.12068539194	0.0362986780344
11328	FKBP9	11328	FKBP9	3.11621947603	0.0365705619283
51710	ZNF44	51710	ZNF44	-3.11242203981	0.0367220750874
375341	C3orf62	375341	C3orf62	-3.11198403226	0.0367220750874
89846	FGD3	89846	FGD3	-3.10838339965	0.0369243650871
9643	MORF4L2	9643	MORF4L2	3.10353949502	0.0372147539591
154791	C7orf55	154791	C7orf55	-3.10229950051	0.0372147539591
5098	PCDHGC3	5098	PCDHGC3	3.10135710871	0.0372147539591
4148	MATN3	4148	MATN3	3.09634931832	0.037494226474
1301	COL11A1	1301	COL11A1	3.09570843933	0.037494226474
100129066	LOC100129066	100129066	UNQ6494	-3.09393888079	0.0375322094268
5110	PCMT1	5110	PCMT1	3.09288246722	0.0375322094268
196743	PAOX	196743	PAOX	-3.08852684051	0.0377793524244
144501	KRT80	144501	KRT80	3.087658889	0.0377793524244
153328	LOC153328	153328	SLC25A48	-3.08486811382	0.0378624480933
221150	SKA3	221150	SKA3	3.08434440555	0.0378624480933
50855	PARD6A	50855	PARD6A	-3.0815442364	0.038003421002
84276	NICN1	84276	NICN1	-3.08038286024	0.038003421002
10224	ZNF443	10224	ZNF443	-3.07806087781	0.0381044454002
146909	KIF18B	146909	KIF18B	3.07233181521	0.0384118893955
3897	L1CAM	3897	L1CAM	3.07224219079	0.0384118893955
23495	TNFRSF13B	23495	TNFRSF13B	-3.07068072516	0.038411996462
56937	PMEPA1	56937	PMEPA1	3.06992473755	0.038411996462
1521	CTSW	1521	CTSW	-3.06731180048	0.0384633318776
916	CD3E	916	CD3E	-3.06704076063	0.0384633318776
6624	FSCN1	6624	FSCN1	3.06502373059	0.0385404270079
150365	MEI1	150365	MEI1	-3.05740003846	0.0390520358399
26524	LATS2	26524	LATS2	3.05701080778	0.0390520358399
7319	UBE2A	7319	UBE2A	3.05536384932	0.0390977936742
2999	GZMH	2999	GZMH	-3.05370980911	0.0391445116703
126295	ZNF57	126295	ZNF57	-3.04892288941	0.0394752917911
8468	FKBP6	8468	FKBP6	-3.04618304295	0.0396219358236
8434	RECK	8434	RECK	3.04309106075	0.0398016519132
1515	CTSL2	1515	CTSV	3.03936598055	0.040040778902
26577	PCOLCE2	26577	PCOLCE2	3.03393833559	0.0404398374708
9133	CCNB2	9133	CCNB2	3.03167972703	0.0405461977632
283663	LOC283663	283663	LINC00926	-3.02756993417	0.0408267605321
1282	COL4A1	1282	COL4A1	3.02586754537	0.0408822848526
86	ACTL6A	86	ACTL6A	3.01787668732	0.0415352384763
11184	MAP4K1	11184	MAP4K1	-3.01594314182	0.0416144127582
115196	ZNF554	115196	ZNF554	-3.0121750303	0.0418174955344
780776	FAM18A	780776	TVP23A	-3.01162434784	0.0418174955344
4261	CIITA	4261	CIITA	-3.00584122313	0.0420365842702
5740	PTGIS	5740	PTGIS	3.00538421092	0.0420365842702
8087	FXR1	8087	FXR1	3.00498949335	0.0420365842702
7035	TFPI	7035	TFPI	3.00497914727	0.0420365842702
11277	TREX1	11277	TREX1	-3.00229685651	0.042191271607
163051	ZNF709	163051	ZNF709	-3.00018899549	0.0422908188856
113691	MGC16703	113691	TUBA3FP	-2.99705502437	0.0424911402179
2768	GNA12	2768	GNA12	2.9935014263	0.0427339453441
1382	CRABP2	1382	CRABP2	2.98945628641	0.0429484896764
7371	UCK2	7371	UCK2	2.98874054419	0.0429484896764
1981	EIF4G1	1981	EIF4G1	2.98757634328	0.0429484896764
30001	ERO1L	30001	ERO1A	2.98629612529	0.0429484896764
169044	COL22A1	169044	COL22A1	2.98500066821	0.0429484896764
55247	NEIL3	55247	NEIL3	2.98490825859	0.0429484896764
55349	CHDH	55349	CHDH	-2.98087391346	0.0432435851618
51458	RHCG	51458	RHCG	2.97935841206	0.0432891669833
5329	PLAUR	5329	PLAUR	2.97680921938	0.043438320692
55038	CDCA4	55038	CDCA4	2.97441997826	0.0435721944156
149466	C1orf210	149466	C1orf210	-2.97304573778	0.0436047081197
332	BIRC5	332	BIRC5	2.97044554502	0.0437608572445
441150	C6orf226	441150	C6orf226	-2.96850018592	0.0438516507041
645432	ARRDC5	645432	ARRDC5	-2.96649217889	0.0439492257756
3821	KLRC1	3821	KLRC1	-2.96457383774	0.043991980909
5708	PSMD2	5708	PSMD2	2.96399192149	0.043991980909
6790	AURKA	6790	AURKA	2.95873847222	0.0444213445877
252884	ZNF396	252884	ZNF396	-2.95069795233	0.0451439352648
114904	C1QTNF6	114904	C1QTNF6	2.94904256157	0.0452089530901
81831	NETO2	81831	NETO2	2.94775139015	0.0452363655751
57406	ABHD6	57406	ABHD6	-2.94524506834	0.0453672990772
285521	COX18	285521	COX18	-2.94420435166	0.0453672990772
